OBJECTID,NOME STRUTTURA,DESCRIZIONE,TIPO ATTIVITA',TIPO STRUTTURA,PRONTO SOCCORSO,PRONTO SOCCORSO PEDIATRICO,PUNTO DI PRIMO INTERVENTO,STRUTTURA  ACCREDITATA,INDIRIZZO,CAP,COMUNE,PROVINCIA,CODICE ATS,ATS,CODICE ASST,ASST,CODICE DISTRETTO SANITARIO,DISTRETTO SANITARIO,N° TELEFONO,LATITUDINE,LONGITUDINE
4984,PRESIDIO OSPEDALIERO S.CARLO BORROMEO-NEUROPSICHIATRIA INFANTILE-2-POLO TERRITORIALE-3 (UONPIA DISTRETTO DI CORSICO),POLO TERRITORIALE DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PUBBLICA,N/A,N/A,N/A,SI,VIA FRANCESCO PETRARCA,19,20090,BUCCINASCO,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030706,ASST RHODENSE,807,CORSICO,024404971,45.4297538,9.1189561
4985,PRESIDIO OSPEDALIERO S.CARLO BORROMEO-PSICHIATRIA-2-SRP1-CRM-1 (SRP1 COMUNITA' RIABILITATIVA S.CARLO BORROMEO),COMUNITA' RIABILITATIVA PSICHIATRICA A MEDIA ASSISTENZA,ASSISTENZA PSICHIATRICA,PUBBLICA,N/A,N/A,N/A,SI,VIA ASSIETTA,38,20161,MILANO,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030701,ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA,810,MUNICIPIO 9,0266222913,45.5176463,9.1605457
4986,PRESIDIO OSPEDALIERO S.CARLO BORROMEO-PSICHIATRIA-2-SRP1-CRA-1 (SRP1 CRT BUCCINASCO),COMUNITA' RIABILITATIVA PSICHIATRICA AD ALTA ASSISTENZA,ASSISTENZA PSICHIATRICA,PUBBLICA,N/A,N/A,N/A,SI,VIA EMILIA ANGOLO VIA LAZIO,20090,BUCCINASCO,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030706,ASST RHODENSE,807,CORSICO,0245703523,45.42325,9.11519
4987,PRESIDIO FATEBENEFRATELLI E OFTALMICO-NEUROLOGIA-1-AMBULATORIO PRINCIPALE-1 (S.C. CENTRO REGIONALE PER L'EPILESSIA NEUROLOGIA PEDIATRICA),AMBULATORIO SPECIALISTICO,ASSISTENZA SPECIALISTICA,PUBBLICA,N/A,N/A,N/A,SI,PIAZZALE PRINCIPESSA CLOTILDE,3,20121,MILANO,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030703,ASST FATEBENEFRATELLI SACCO,808,MUNICIPIO 1,0263632419,45.4793923,9.1920848
4988,PRESIDIO FATEBENEFRATELLI E OFTALMICO-NEUROPSICHIATRIA INFANTILE-1-POLO TERRITORIALE-1 (UONPIA - CORSO PLEBISCITI),POLO TERRITORIALE DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PUBBLICA,N/A,N/A,N/A,SI,CORSO PLEBISCITI,6,20129,MILANO,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030703,ASST FATEBENEFRATELLI SACCO,895,MUNICIPIO 3,02740655,45.4678117,9.2194423
4989,PRESIDIO FATEBENEFRATELLI E OFTALMICO-NEUROPSICHIATRIA INFANTILE-1-POLO TERRITORIALE-2 (UONPIA - VIA S. ERLEMBARDO),POLO TERRITORIALE DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PUBBLICA,N/A,N/A,N/A,SI,VIA SANT'ERLEMBALDO,4,20126,MILANO,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030703,ASST FATEBENEFRATELLI SACCO,811,MUNICIPIO 2,0263632860,45.50553,9.22037
4990,PRESIDIO FATEBENEFRATELLI E OFTALMICO-NEUROPSICHIATRIA INFANTILE-1-POLO TERRITORIALE-4 (POLO TERRITORIALE 4 CENTRO DISABILITÀ COMPLESSE IN ETÀ EVOLUTIVA),POLO TERRITORIALE DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PUBBLICA,N/A,N/A,N/A,SI,PIAZZALE PRINCIPESSA CLOTILDE,3,20121,MILANO,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030703,ASST FATEBENEFRATELLI SACCO,808,MUNICIPIO 1,0263634545,45.4793923,9.1920848
4991,PRESIDIO FATEBENEFRATELLI E OFTALMICO-NEUROPSICHIATRIA INFANTILE-1-POLO TERRITORIALE-3 (UONPIA - VIA PUSIANO),POLO TERRITORIALE DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PUBBLICA,N/A,N/A,N/A,SI,VIA PUSIANO,22,20132,MILANO,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030703,ASST FATEBENEFRATELLI SACCO,895,MUNICIPIO 3,0263634561,45.4995496,9.2428306
4992,OSPEDALE LUIGI SACCO-PSICHIATRIA-1-CPS-1 (CPS 20 - VIA ALDINI 72 - MILANO),CENTRO PSICO SOCIALE,ASSISTENZA PSICHIATRICA,PUBBLICA,N/A,N/A,N/A,SI,VIA ANTONIO ALDINI,72,20157,MILANO,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030703,ASST FATEBENEFRATELLI SACCO,809,MUNICIPIO 8,0233200672,45.5118154,9.1315929
4993,OSPEDALE LUIGI SACCO-NEUROPSICHIATRIA INFANTILE-1-POLO TERRITORIALE-1 (UONPIA - VIA ALDINI 72 MILANO),POLO TERRITORIALE DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PUBBLICA,N/A,N/A,N/A,SI,VIA ANTONIO ALDINI,72,20157,MILANO,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030703,ASST FATEBENEFRATELLI SACCO,809,MUNICIPIO 8,0239044120,45.5118154,9.1315929
4994,OSPEDALE LUIGI SACCO-NEUROPSICHIATRIA INFANTILE-1-POLO TERRITORIALE-2 (UONPIA - VIA SANZIO 9 - MILANO),POLO TERRITORIALE DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PUBBLICA,N/A,N/A,N/A,SI,VIA RAFFAELLO SANZIO,9,20149,MILANO,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030702,ASST SANTI PAOLO E CARLO,896,MUNICIPIO 7,0239044130,45.4689989,9.1536434
4995,OSPEDALE LUIGI SACCO-NEUROPSICHIATRIA INFANTILE-1-POLO TERRITORIALE-3 (UONPIA - VIA CILEA  MILANO),POLO TERRITORIALE DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PUBBLICA,N/A,N/A,N/A,SI,VIA FRANCESCO CILEA,20151,MILANO,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030703,ASST FATEBENEFRATELLI SACCO,809,MUNICIPIO 8,0239043816,45.50277,9.09479
4996,PRESIDIO FATEBENEFRATELLI E OFTALMICO-PSICHIATRIA-1-CPS-4 (CPS - VIA PROCACCINI (CPS 6)),CENTRO PSICO SOCIALE,ASSISTENZA PSICHIATRICA,PUBBLICA,N/A,N/A,N/A,SI,VIA GIULIO CESARE PROCACCINI,14,20154,MILANO,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030703,ASST FATEBENEFRATELLI SACCO,809,MUNICIPIO 8,0263632731,45.4838315,9.1731372
4997,OSPEDALE LUIGI SACCO-PSICHIATRIA-1-CENTRO DIURNO-2 (CD  - CENTRO DIURNO VIA ALDINI 72 MILANO),CENTRO DIURNO PSICHIATRICO,ASSISTENZA PSICHIATRICA,PUBBLICA,N/A,N/A,N/A,SI,VIA ANTONIO ALDINI,72,20157,MILANO,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030703,ASST FATEBENEFRATELLI SACCO,809,MUNICIPIO 8,0239001155,45.5118154,9.1315929
4998,STABILIMENTO OSPEDALIERO DI LEGNANO-NEUROPSICHIATRIA INFANTILE-1-POLO TERRITORIALE-1 (U.O.N.P.I.),POLO TERRITORIALE DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PUBBLICA,N/A,N/A,N/A,SI,VIA GALILEO FERRARIS,33,20025,LEGNANO,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030705,ASST OVEST MILANESE,818,LEGNANO,0331449060,45.59738421,8.92912656
4999,PRESIDIO UNICO MAGENTA - ABBIATEGRASSO (STAB DI MAGENTA)-NEUROPSICHIATRIA INFANTILE-1-POLO TERRITORIALE-1 (U.O.N.P.I.),POLO TERRITORIALE DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PUBBLICA,N/A,N/A,N/A,SI,VIA NAZARIO SAURO,5,20081,ABBIATEGRASSO,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030705,ASST OVEST MILANESE,801,ABBIATEGRASSO,029486291,45.3943476,8.9116579
5000,OSPEDALE  "G.SALVINI"-PSICHIATRIA-1-CPS-4 (CPS 2 - SETTIMO  MILANESE),CENTRO PSICO SOCIALE,ASSISTENZA PSICHIATRICA,PUBBLICA,N/A,N/A,N/A,SI,VIA DELLA LIBERTA',33,20019,SETTIMO MILANESE,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030706,ASST RHODENSE,823,RHO,02994303932,45.4824461,9.0536692
5001,OSPEDALE DI RHO-NEUROPSICHIATRIA INFANTILE-1-POLO TERRITORIALE-4 (POLO TERR.4  BOLLATE),POLO TERRITORIALE DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PUBBLICA,N/A,N/A,N/A,SI,VIA PIAVE,20,20021,BOLLATE,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030706,ASST RHODENSE,817,GARBAGNATE MILANESE,02994305978,45.54073131,9.11722333
5002,OSPEDALE DI RHO-NEUROPSICHIATRIA INFANTILE-1-POLO TERRITORIALE-8 (POLO TERR.8 PADERNO DUGNANO),POLO TERRITORIALE DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PUBBLICA,N/A,N/A,N/A,SI,VIALE DELLA REPUBBLICA,13,20037,PADERNO DUGNANO,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030706,ASST RHODENSE,817,GARBAGNATE MILANESE,02994302711,45.57048,9.16902
5003,OSPEDALE DI RHO-NEUROPSICHIATRIA INFANTILE-1-POLO TERRITORIALE-7 (POLO TERR.7 CORBERI LIMBIATE),POLO TERRITORIALE DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PUBBLICA,N/A,N/A,N/A,SI,VIA MONTE GRAPPA,19,20812,LIMBIATE,MB,030324,ATS DELLA BRIANZA,030717,ASST DELLA BRIANZA,852,DESIO,02994308619,45.61114,9.12435
5004,OSPEDALE DI RHO-NEUROPSICHIATRIA INFANTILE-1-POLO TERRITORIALE-5 (POLO TERR. 5 - RHO -UONPIA),POLO TERRITORIALE DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PUBBLICA,N/A,N/A,N/A,SI,VIA GORIZIA,25,20017,RHO,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030706,ASST RHODENSE,823,RHO,02994303028,45.5325203,9.0537426
5005,P.O. "CITTA' DI S.GIOVANNI"-PSICHIATRIA-1-CPS-2 (C.P.S. COLOGNO MONZESE),CENTRO PSICO SOCIALE,ASSISTENZA PSICHIATRICA,PUBBLICA,N/A,N/A,N/A,SI,VIA GIOVANNI BOCCACCIO,17,20093,COLOGNO MONZESE,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030707,ASST NORD MILANO,815,SESTO SAN GIOVANNI,0257994431,45.53551,9.28311
5006,P.O. "CITTA' DI S.GIOVANNI"-NEUROPSICHIATRIA INFANTILE-1-POLO TERRITORIALE-1 (U.O.N.P.I.A. SESTO SAN GIOVANNI),POLO TERRITORIALE DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PUBBLICA,N/A,N/A,N/A,SI,VIA GIOVANNI BOCCACCIO,257,20099,SESTO SAN GIOVANNI,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030707,ASST NORD MILANO,815,SESTO SAN GIOVANNI,0257991,45.5466155,9.2397056
5007,P.O. "CITTA' DI S.GIOVANNI"-NEUROPSICHIATRIA INFANTILE-1-POLO TERRITORIALE-2 (UONPIA POLO TERRITORIALE CINISELLO BALSAMO),POLO TERRITORIALE DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PUBBLICA,N/A,N/A,N/A,SI,VIA MASSIMO GORKI,50,20092,CINISELLO BALSAMO,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030707,ASST NORD MILANO,816,CINISELLO BALSAMO,0257998011,45.54635,9.21584
5008,PRESIDIO OSPEDALIERO DI MELZO-GORGONZOLA (STAB DI GORGONZOLA)-NEUROPSICHIATRIA INFANTILE-1-POLO TERRITORIALE-1 (U.O.N.P.I.A. POLO TERRITORIALE GORGONZOLA),POLO TERRITORIALE DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PUBBLICA,N/A,N/A,N/A,SI,VIA VINCENZO BELLINI,5 GORGONZOLA,20064,GORGONZOLA,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030708,ASST MELEGNANO E DELLA MARTESANA,806,CERNUSCO S/N,0295707501,45.5341275,9.4137437
5009,PRESIDIO OSPEDALIERO DI MELZO-GORGONZOLA (STAB DI GORGONZOLA)-NEUROPSICHIATRIA INFANTILE-1-POLO TERRITORIALE-3 (U.O.N.P.I.A. POLO TERRITORIALE ROZZANO),POLO TERRITORIALE DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PUBBLICA,N/A,N/A,N/A,SI,VIA GLICINI,13,20089,ROZZANO,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030708,ASST MELEGNANO E DELLA MARTESANA,824,ROZZANO,0257518324,45.3866125,9.1576195
5010,PRESIDIO OSPEDALIERO DI MELZO-GORGONZOLA (STAB DI GORGONZOLA)-NEUROPSICHIATRIA INFANTILE-1-POLO TERRITORIALE-2 (U.O.N.P.I.A. POLO TERRITORIALE SAN DONATO MILANESE),POLO TERRITORIALE DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PUBBLICA,N/A,N/A,N/A,SI,VIA SERGNANO,2,20097,SAN DONATO MILANESE,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030708,ASST MELEGNANO E DELLA MARTESANA,825,SAN GIULIANO MILANESE,0298118002,45.42036,9.26225
5011,PO DI VIZZOLO PREDABISSI - CASSANO D'ADDA (STAB DI VIZZOLO)-PSICHIATRIA-1-SRP1-CRA-1 (SRP1 - CRA),COMUNITA' RIABILITATIVA PSICHIATRICA AD ALTA ASSISTENZA,ASSISTENZA PSICHIATRICA,PUBBLICA,N/A,N/A,N/A,SI,VIA CAMILLO BENSO DI CAVOUR,7,20077,MELEGNANO,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030708,ASST MELEGNANO E DELLA MARTESANA,825,SAN GIULIANO MILANESE,0298118602,45.36074,9.32479
5012,PRESIDIO OSPEDALIERO DI LODI-NEUROPSICHIATRIA INFANTILE-1-POLO TERRITORIALE-1 (UONPIA POLO TERRITORIALE LODI),POLO TERRITORIALE DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PUBBLICA,N/A,N/A,N/A,SI,VIALE PAPA GIOVANNI XXIII,13,26900,LODI,LO,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030709,ASST DI LODI,803,AREA SOCIO SANITARIA DELL'ALTO LODIGIANO,0371372820,45.30324,9.49588
5013,OSPEDALE "ROSSI" - CASALPUSTERLENGO-PSICHIATRIA-1-CENTRO DIURNO-1 (C. D. PSICHIATRICO CASALPUST.),CENTRO DIURNO PSICHIATRICO,ASSISTENZA PSICHIATRICA,PUBBLICA,N/A,N/A,N/A,SI,PIAZZA MADONNA CAPPUCCINI,2,26841,CASALPUSTERLENGO,LO,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030709,ASST DI LODI,802,AREA SOCIO SANITARIA DEL BASSO LODIGIANO,03779241,45.1714,9.65223
5014,OSPEDALE "ROSSI" - CASALPUSTERLENGO-PSICHIATRIA-1-CPS-1 (CPS - CASALPUSTERLENGO),CENTRO PSICO SOCIALE,ASSISTENZA PSICHIATRICA,PUBBLICA,N/A,N/A,N/A,SI,PIAZZA MADONNA CAPPUCCINI,2,26841,CASALPUSTERLENGO,LO,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030709,ASST DI LODI,802,AREA SOCIO SANITARIA DEL BASSO LODIGIANO,03779241,45.1714,9.65223
5015,PRESIDIO OSPEDALIERO DI LODI-PSICHIATRIA-1-SRP1-CRA-1 (SRP1 - C.R.A. COMUNITA' AD ALTA INTENSITA RIABILITATIVA LODI),COMUNITA' RIABILITATIVA PSICHIATRICA AD ALTA ASSISTENZA,ASSISTENZA PSICHIATRICA,PUBBLICA,N/A,N/A,N/A,SI,VIA MOSE' BIANCHI DA MAIRAGO,26900,LODI,LO,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030709,ASST DI LODI,803,AREA SOCIO SANITARIA DELL'ALTO LODIGIANO,0371372490,45.315444,9.513194
5016,PRESIDIO OSPEDALIERO "OSPEDALE DI CIRCOLO GALMARINI" DI TRADATE-SERVIZIO DI MEDICINA DI LABORATORIO-1-SMEL-1 (SERV.EMODIALISI-P.O.TRADATE),SMEL GENERALE DI BASE CON SEZIONI SPECIALIZZATE,DIAGNOSTICA DI LABORATORIO,PUBBLICA,N/A,N/A,N/A,SI,PIAZZA ANGELO ZANABONI,21049,TRADATE,VA,030322,ATS DELL'INSUBRIA,030710,ASST DEI SETTE LAGHI,841,TRADATE,0331817111,45.72344,8.90082
5017,PRESIDIO DI VARESE (OSP FILIPPO DEL PONTE)-NEUROPSICHIATRIA INFANTILE-1-POLO TERRITORIALE-2 (UONPIA SERV.OSPEDALIERO VARESE),POLO TERRITORIALE DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PUBBLICA,N/A,N/A,N/A,SI,VIA FILIPPO DEL PONTE,19,21100,VARESE,VA,030322,ATS DELL'INSUBRIA,030710,ASST DEI SETTE LAGHI,842,VARESE,0332299410,45.81525,8.83427
5018,PRESIDIO DI VARESE (OSP FILIPPO DEL PONTE)-NEUROPSICHIATRIA INFANTILE-1-POLO TERRITORIALE-4 (UONPIA SERV. TERR.LE LUINO),POLO TERRITORIALE DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PUBBLICA,N/A,N/A,N/A,SI,VIA CARLO FORLANINI,6,21016,LUINO,VA,030322,ATS DELL'INSUBRIA,030710,ASST DEI SETTE LAGHI,836,LUINO,0332539340,45.9973738,8.7462549
5019,PRESIDIO DI VARESE (OSP FILIPPO DEL PONTE)-NEUROPSICHIATRIA INFANTILE-1-POLO TERRITORIALE-1 (UONPIA SERV. TERR. ARCISATE),POLO TERRITORIALE DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PUBBLICA,N/A,N/A,N/A,SI,VIA GIACOMO MATTEOTTI,20,21051,ARCISATE,VA,030322,ATS DELL'INSUBRIA,030710,ASST DEI SETTE LAGHI,827,ARCISATE,0332201558,45.85927,8.85711
5020,PRESIDIO DI VARESE (OSP FILIPPO DEL PONTE)-NEUROPSICHIATRIA INFANTILE-1-POLO TERRITORIALE-3 (UONPIA SERV. TERRIT. LAVENO),POLO TERRITORIALE DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PUBBLICA,N/A,N/A,N/A,SI,VIA CERETTI,8,21014,LAVENO-MOMBELLO,VA,030322,ATS DELL'INSUBRIA,030710,ASST DEI SETTE LAGHI,835,LAVENO,0332607111,45.9075842,8.6228192
5021,PRESIDIO OSPEDALIERO "OSPEDALE DI CIRCOLO" DI BUSTO ARSIZIO-NEUROPSICHIATRIA INFANTILE-1-POLO TERRITORIALE-2 (NEURO-PSICH.INF. FAGNANO O.),POLO TERRITORIALE DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PUBBLICA,N/A,N/A,N/A,SI,PIAZZA ANTONIO GRAMSCI,1,21054,FAGNANO OLONA,VA,030322,ATS DELL'INSUBRIA,030711,ASST DELLA VALLE OLONA,832,CASTELLANZA,0331618363,45.67041,8.87107
5022,PRESIDIO OSPEDALIERO "OSPEDALE DI CIRCOLO" DI BUSTO ARSIZIO-NEUROPSICHIATRIA INFANTILE-1-POLO TERRITORIALE-1 (NEURO-PSICH.INF. - BUSTO A.),POLO TERRITORIALE DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PUBBLICA,N/A,N/A,N/A,SI,VIA ARNALDO DA BRESCIA,1,21052,BUSTO ARSIZIO,VA,030322,ATS DELL'INSUBRIA,030711,ASST DELLA VALLE OLONA,830,BUSTO ARSIZIO,0331381800,45.62347809,8.84665176
5023,PRESIDIO OSPEDALIERO "OSPEDALE GENERALE PROVINCIALE" DI SARONNO-NEUROPSICHIATRIA INFANTILE-1-POLO TERRITORIALE-1 (NEURO-PSICH.INF. - SARONNO),POLO TERRITORIALE DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PUBBLICA,N/A,N/A,N/A,SI,PIAZZALE DON GIUSEPPE BORELLA,1,21047,SARONNO,VA,030322,ATS DELL'INSUBRIA,030711,ASST DELLA VALLE OLONA,837,SARONNO,0296709687,45.62906496,9.04045887
5024,OSPEDALE - GALLARATE-PSICHIATRIA-1-CPS-2 (CPS SOMMA LOMBARDO),CENTRO PSICO SOCIALE,ASSISTENZA PSICHIATRICA,PUBBLICA,N/A,N/A,N/A,SI,VIA OSPEDALE,3,21019,SOMMA LOMBARDO,VA,030322,ATS DELL'INSUBRIA,030711,ASST DELLA VALLE OLONA,839,SOMMA LOMBARDO,03312500019,45.6835626,8.7156539
5025,PRESIDIO OSPEDALIERO "OSPEDALE DI CIRCOLO" DI BUSTO ARSIZIO-NEUROPSICHIATRIA INFANTILE-1-POLO TERRITORIALE-3 (NEURO-PSICH.INF. - TRADATE),POLO TERRITORIALE DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PUBBLICA,N/A,N/A,N/A,SI,PIAZZA SALVO D'ACQUISTO,21049,TRADATE,VA,030322,ATS DELL'INSUBRIA,030710,ASST DEI SETTE LAGHI,841,TRADATE,0331817397,45.71139,8.90037
5026,OSPEDALE - GALLARATE-NEUROPSICHIATRIA INFANTILE-1-POLO TERRITORIALE-1 (NEUROPSICHIATRIA INFANTILE),POLO TERRITORIALE DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PUBBLICA,N/A,N/A,N/A,SI,VIA EMILIO FUSER,1,21019,SOMMA LOMBARDO,VA,030322,ATS DELL'INSUBRIA,030711,ASST DELLA VALLE OLONA,839,SOMMA LOMBARDO,0331751891,45.6834567,8.7109436
5027,OSPEDALE - GALLARATE-NEUROPSICHIATRIA INFANTILE-1-POLO TERRITORIALE-2 (NEUROPSICHIATRIA INFANTILE),POLO TERRITORIALE DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PUBBLICA,N/A,N/A,N/A,SI,LARGO CARDINAL DELL'ACQUA,21019,SOMMA LOMBARDO,VA,030322,ATS DELL'INSUBRIA,030711,ASST DELLA VALLE OLONA,839,SOMMA LOMBARDO,0331961425,45.68373,8.70717
5028,PRESIDIO OSPEDALIERO "OSPEDALE GENERALE PROVINCIALE" DI SARONNO-PSICHIATRIA-1-SRP1-CRA-1 (C.R.A. PSICH. SARONNO),COMUNITA' RIABILITATIVA PSICHIATRICA AD ALTA ASSISTENZA,ASSISTENZA PSICHIATRICA,PUBBLICA,N/A,N/A,N/A,SI,VIA DON DOMENICO BELLAVITA,23,21047,SARONNO,VA,030322,ATS DELL'INSUBRIA,030711,ASST DELLA VALLE OLONA,837,SARONNO,0296703809,45.63286899,9.03567235
5029,OSPEDALE ERBA - RENALDI DI MENAGGIO-PSICHIATRIA-1-AMBULATORIO PRINCIPALE-1 (AMBULATORIO PSIC. MENAGGIO),AMBULATORIO PSICHIATRICO,ASSISTENZA PSICHIATRICA,PUBBLICA,N/A,N/A,N/A,SI,VIA VIRGINIA CASARTELLI,7,22017,MENAGGIO,CO,030322,ATS DELL'INSUBRIA,030712,ASST LARIANA,897,LARIANA OVEST,034433218,46.0185038,9.2256073
5030,PRESIDIO SANT'ANNA-PSICHIATRIA-1-CPS-5 (C.P.S. OSSUCCIO),CENTRO PSICO SOCIALE,ASSISTENZA PSICHIATRICA,PUBBLICA,N/A,N/A,N/A,SI,VIA DEGLI ULIVI,6,22016,TREMEZZINA,CO,030322,ATS DELL'INSUBRIA,030712,ASST LARIANA,897,LARIANA OVEST,034433364,45.98492,9.22891
5031,PRESIDIO SANT'ANNA-PSICHIATRIA-1-AMBULATORIO PRINCIPALE-1 (AMB. PSICHIATRICO PORLEZZA),AMBULATORIO PSICHIATRICO,ASSISTENZA PSICHIATRICA,PUBBLICA,N/A,N/A,N/A,SI,VIA GIUSEPPE GARIBALDI,11,22018,PORLEZZA,CO,030322,ATS DELL'INSUBRIA,030712,ASST LARIANA,897,LARIANA OVEST,0344461225,46.03627,9.11749
5032,PRESIDIO SANT'ANNA-NEUROPSICHIATRIA INFANTILE-1-POLO TERRITORIALE-4 (NEUROPSICH. INF.-MENAGGIO),POLO TERRITORIALE DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PUBBLICA,N/A,N/A,N/A,SI,VIA GENERALE ARMANDO DIAZ,12,22017,MENAGGIO,CO,030322,ATS DELL'INSUBRIA,030712,ASST LARIANA,897,LARIANA OVEST,0344369820,46.02512,9.23851
5033,PRESIDIO SANT'ANNA-PSICHIATRIA-1-CPS-1 (CPS COMO),CENTRO PSICO SOCIALE,ASSISTENZA PSICHIATRICA,PUBBLICA,N/A,N/A,N/A,SI,VIA NAPOLEONA,60,22100,COMO,CO,030322,ATS DELL'INSUBRIA,030712,ASST LARIANA,897,LARIANA OVEST,0315855007,45.79022,9.09
5034,PRESIDIO SANT'ANNA-NEUROPSICHIATRIA INFANTILE-1-POLO TERRITORIALE-1 (NEUROPSICH. INFANTILE-COMO),POLO TERRITORIALE DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PUBBLICA,N/A,N/A,N/A,SI,VIA NAPOLEONA,60,22100,COMO,CO,030322,ATS DELL'INSUBRIA,030712,ASST LARIANA,897,LARIANA OVEST,0315854115,45.79022,9.09
